index,age_upon_outcome,animal_id,animal_type,name,breed,color1,color2,date_of_birth,outcome_subtype,outcome_type,outcome_month,outcome_year
22711,3 years,A734544,Cat,*Meryl,domestic shorthair,black,white,2013-09-08 00:00:00,Partner,Transfer,10,2016
22712,10 months,A761513,Cat,,domestic shorthair,brown ,white,2017-01-06 00:00:00,Snr,Transfer,11,2017
22713,5 months,A761883,Cat,*Roxy,domestic shorthair,black,white,2017-07-13 00:00:00,,Adoption,12,2017
22714,12 years,A759834,Cat,*Tilda,domestic shorthair,brown ,white,2005-10-08 00:00:00,Partner,Transfer,10,2017
22715,4 months,A711795,Cat,,domestic shorthair,brown,,2015-05-12 00:00:00,,Return to Owner,9,2015
22716,8 months,A750362,Cat,Snow,domestic shorthair,white,,2016-09-26 00:00:00,,Adoption,6,2017
22717,2 months,A701061,Cat,,domestic shorthair,brown,,2015-03-23 00:00:00,Foster,Adoption,6,2015
22718,2 years,A741815,Cat,Luna,domestic shorthair,blue,,2015-01-09 00:00:00,In Kennel,Died,1,2017
22719,2 years,A755712,Cat,Snowball,siamese,Breed Specific,,2015-08-07 00:00:00,Partner,Transfer,8,2017
22720,3 years,A758534,Cat,Sadie,domestic shorthair,Breed Specific,,2014-03-18 00:00:00,Partner,Transfer,9,2017
22721,8 months,A740686,Cat,Penny,domestic shorthair,Breed Specific,,2016-06-21 00:00:00,Foster,Adoption,2,2017
22722,3 weeks,A732344,Cat,,domestic shorthair,brown,,2016-07-15 00:00:00,Partner,Transfer,8,2016
22723,6 years,A757921,Cat,Bug,siamese,Breed Specific,,2011-09-08 00:00:00,,Adoption,9,2017
22724,12 years,A738074,Cat,Skippy,siamese,lynx,,2004-11-09 00:00:00,At Vet,Died,11,2016
22725,1 year,A720223,Cat,*Lucinda,domestic longhair,seal ,white,2015-02-05 00:00:00,,Adoption,2,2016
22726,2 weeks,A747401,Cat,,domestic mediumhair,brown,,2017-04-04 00:00:00,Partner,Transfer,4,2017
22727,8 months,A762416,Cat,Luigi,domestic shorthair,black,white,2017-03-20 00:00:00,,Return to Owner,11,2017
22728,3 years,A759297,Cat,Ohio,domestic shorthair,black,,2014-09-30 00:00:00,,Adoption,11,2017
22729,3 weeks,A705373,Cat,,domestic shorthair,black,,2015-05-25 00:00:00,Partner,Transfer,6,2015
22730,2 months,A738032,Cat,Scrunchie,domestic shorthair,Breed Specific,,2016-09-08 00:00:00,,Adoption,11,2016
22731,1 month,A713331,Cat,*Jack,domestic shorthair,black,white,2015-08-21 00:00:00,Partner,Transfer,10,2015
22732,1 year,A714054,Cat,,domestic shorthair,Breed Specific,white,2014-10-17 00:00:00,SCRP,Transfer,10,2015
22733,2 weeks,A752406,Cat,,domestic mediumhair,brown,,2017-06-04 00:00:00,Partner,Transfer,6,2017
22734,1 week,A747724,Cat,,domestic shorthair,Breed Specific,,2017-04-17 00:00:00,Partner,Transfer,4,2017
22735,7 months,A718711,Cat,Double,domestic shorthair,black,,2015-06-05 00:00:00,Partner,Transfer,1,2016
22736,3 years,A758262,Cat,Juliett,domestic mediumhair,black,,2014-09-13 00:00:00,,Adoption,11,2017
22737,2 years,A758739,Cat,,domestic shorthair,brown ,white,2015-09-21 00:00:00,Snr,Transfer,9,2017
22738,2 years,A758331,Cat,*Katia,american shorthair,white,blue,2015-09-14 00:00:00,,Adoption,10,2017
22739,4 months,A710613,Cat,,domestic mediumhair,brown ,white,2015-04-25 00:00:00,SCRP,Transfer,8,2015
22740,1 year,A708826,Cat,,siamese,lynx,,2014-08-01 00:00:00,SCRP,Transfer,8,2015
22741,2 years,A734698,Cat,*Tilda,domestic shorthair,blue,,2014-09-11 00:00:00,,Adoption,9,2016
22742,2 years,A703351,Cat,Luna,domestic shorthair,Breed Specific,,2013-05-23 00:00:00,Partner,Transfer,6,2015
22743,3 months,A743689,Cat,*Winnie,domestic shorthair,blue,,2016-10-30 00:00:00,,Adoption,2,2017
22744,2 months,A704404,Cat,*Cookie,domestic shorthair,brown,,2015-04-19 00:00:00,Foster,Adoption,7,2015
22745,2 years,A752345,Cat,,domestic shorthair,white,,2015-06-21 00:00:00,Suffering,Euthanasia,6,2017
22746,2 months,A725030,Cat,*Jessie,domestic shorthair,Breed Specific,,2016-04-10 00:00:00,Foster,Adoption,6,2016
22747,2 months,A697927,Cat,,domestic shorthair,brown ,white,2015-02-15 00:00:00,Foster,Adoption,4,2015
22748,1 year,A705361,Cat,,domestic shorthair,brown,,2014-06-16 00:00:00,SCRP,Transfer,6,2015
22749,2 years,A739730,Cat,Lily,domestic shorthair,blue,,2015-01-26 00:00:00,,Adoption,1,2017
22750,6 months,A736363,Cat,,siamese,lilac,,2016-04-09 00:00:00,,Adoption,10,2016
22751,1 year,A719529,Cat,*Patrick,domestic shorthair,brown,,2015-01-22 00:00:00,,Adoption,3,2016
22752,2 months,A704407,Cat,*Truffle,domestic shorthair,brown,,2015-04-19 00:00:00,Foster,Adoption,7,2015
22753,1 month,A758025,Cat,,domestic shorthair,blue,white,2017-08-07 00:00:00,In Kennel,Died,9,2017
22754,2 months,A705194,Cat,Rambo,domestic mediumhair,blue ,white,2015-04-14 00:00:00,,Adoption,6,2015
22755,2 months,A747364,Cat,,domestic shorthair,Breed Specific,white,2017-02-15 00:00:00,,Adoption,4,2017
22756,9 years,A489415,Cat,Pierre,domestic shorthair,white,,2007-09-27 00:00:00,,Adoption,9,2017
22757,2 months,A729817,Cat,,domestic shorthair,brown ,white,2016-05-02 00:00:00,Foster,Adoption,7,2016
22758,1 year,A760787,Cat,*Hermione,domestic longhair,Breed Specific,,2016-10-23 00:00:00,,Adoption,10,2017
22759,2 years,A754102,Cat,*Lena,domestic shorthair,Breed Specific,black,2015-07-15 00:00:00,,Adoption,9,2017
22760,2 months,A715198,Cat,,domestic shorthair,brown,,2015-09-02 00:00:00,Partner,Transfer,11,2015
22761,3 months,A734045,Cat,,domestic shorthair,cream,,2016-07-01 00:00:00,Foster,Adoption,10,2016
22762,2 months,A727641,Cat,,domestic shorthair,black,,2016-05-09 00:00:00,In Surgery,Died,7,2016
22763,4 months,A727453,Cat,*Jill,domestic mediumhair,black,,2016-04-15 00:00:00,,Adoption,8,2016
22764,10 months,A719139,Cat,*Vera,domestic shorthair,brown,,2015-03-13 00:00:00,Partner,Transfer,2,2016
22765,1 month,A737242,Cat,*Vanya,domestic shorthair,orange,,2016-09-02 00:00:00,,Adoption,10,2016
22766,3 weeks,A703266,Cat,,domestic shorthair,brown ,white,2015-04-30 00:00:00,Partner,Transfer,5,2015
22767,3 months,A738846,Cat,,domestic shorthair,cream ,white,2016-08-07 00:00:00,,Adoption,11,2016
22768,2 months,A748965,Cat,*Harpo,domestic shorthair,black,white,2017-04-15 00:00:00,Foster,Adoption,7,2017
22769,2 months,A701194,Cat,*Nick,domestic shorthair,black,,2015-04-03 00:00:00,Foster,Adoption,6,2015
22770,3 months,A714176,Cat,,domestic shorthair,black,,2015-07-19 00:00:00,SCRP,Transfer,10,2015
22771,2 months,A699111,Cat,Biggie Small,domestic shorthair,brown,,2015-03-15 00:00:00,Foster,Adoption,5,2015
22772,1 year,A724240,Cat,,domestic mediumhair,blue,,2015-04-14 00:00:00,SCRP,Transfer,4,2016
22773,2 months,A724584,Cat,*Soffi,domestic shorthair,Breed Specific,,2016-02-23 00:00:00,Foster,Adoption,5,2016
22774,5 months,A709087,Cat,Pickles,domestic shorthair,brown ,white,2015-03-04 00:00:00,,Adoption,8,2015
22775,4 weeks,A734423,Cat,*Tee Nine E,domestic shorthair,black,,2016-08-15 00:00:00,Partner,Transfer,9,2016
22776,6 years,A755703,Cat,Whitney,maine coon,brown,,2011-08-07 00:00:00,,Adoption,8,2017
22777,3 weeks,A734812,Cat,,domestic shorthair,brown ,white,2016-08-22 00:00:00,Partner,Transfer,9,2016
22778,2 weeks,A727275,Cat,,domestic shorthair,brown ,black,2016-05-06 00:00:00,Partner,Transfer,5,2016
22779,1 year,A743939,Cat,,domestic shorthair,orange ,white,2016-02-20 00:00:00,Foster,Adoption,2,2017
22780,1 year,A717168,Cat,Bunny,domestic longhair,black ,white,2014-06-03 00:00:00,,Adoption,12,2015
22781,1 month,A713935,Cat,,domestic shorthair,orange ,white,2015-08-24 00:00:00,Suffering,Euthanasia,10,2015
22782,6 years,A703254,Cat,*Hudson,domestic shorthair,black,white,2009-05-22 00:00:00,,Adoption,6,2015
22783,2 months,A702128,Cat,*Kari,domestic shorthair,black,white,2015-04-17 00:00:00,,Adoption,7,2015
22784,3 years,A724495,Cat,Tiger Lily,domestic mediumhair,brown,,2012-05-01 00:00:00,Partner,Transfer,4,2016
22785,2 months,A699141,Cat,*Crema,domestic shorthair,cream ,white,2015-02-23 00:00:00,Foster,Adoption,5,2015
22786,3 weeks,A736105,Cat,,domestic shorthair,brown,,2016-09-12 00:00:00,Partner,Transfer,10,2016
22787,3 months,A710195,Cat,,domestic shorthair,black,,2015-05-19 00:00:00,SCRP,Transfer,8,2015
22788,5 months,A732555,Cat,*Midnight,domestic shorthair,black,,2016-07-25 00:00:00,Partner,Transfer,1,2017
22789,2 years,A737205,Cat,Xerxes,maine coon,brown,,2014-10-23 00:00:00,,Return to Owner,10,2016
22790,2 months,A760475,Cat,,domestic shorthair,white,black,2017-08-25 00:00:00,Partner,Transfer,11,2017
22791,1 year,A762972,Cat,*Beatrice,domestic shorthair,brown ,white,2016-11-30 00:00:00,Partner,Transfer,12,2017
22792,2 years,A754076,Cat,,domestic shorthair,black,,2015-07-15 00:00:00,Snr,Transfer,7,2017
22793,3 months,A737585,Cat,Snickers,domestic shorthair,blue,white,2016-09-01 00:00:00,,Adoption,12,2016
22794,8 months,A723360,Cat,,domestic shorthair,black,,2015-07-30 00:00:00,SCRP,Transfer,4,2016
22795,2 years,A749797,Cat,Boo,domestic shorthair,black,,2015-05-19 00:00:00,,Adoption,5,2017
22796,2 months,A729806,Cat,,domestic shorthair,black,,2016-04-27 00:00:00,,Adoption,6,2016
22797,8 years,A755102,Cat,Talesin,domestic longhair,Breed Specific,,2009-07-29 00:00:00,,Adoption,8,2017
22798,7 years,A711334,Cat,Gabby,domestic longhair,blue,white,2008-09-05 00:00:00,Foster,Adoption,1,2016
22799,1 month,A703949,Cat,*Ginger,domestic shorthair,cream,,2015-04-30 00:00:00,Foster,Adoption,6,2015
22800,3 months,A717680,Cat,,domestic shorthair,blue,,2015-08-28 00:00:00,SCRP,Transfer,12,2015
22801,4 months,A712392,Cat,,domestic shorthair,blue,,2015-09-12 00:00:00,Foster,Adoption,1,2016
22802,2 months,A728654,Cat,,domestic mediumhair,brown,,2016-03-30 00:00:00,,Adoption,6,2016
22803,1 month,A754906,Cat,,domestic longhair,blue,,2017-05-31 00:00:00,,Adoption,7,2017
22804,1 month,A724898,Cat,,domestic shorthair,white,,2016-03-22 00:00:00,Suffering,Euthanasia,5,2016
22805,6 months,A721839,Cat,,domestic shorthair,brown,,2015-09-05 00:00:00,SCRP,Transfer,3,2016
22806,5 days,A725722,Cat,,domestic shorthair,brown,,2016-05-01 00:00:00,Partner,Transfer,5,2016
22807,3 months,A757528,Cat,,domestic shorthair,white,black,2017-06-03 00:00:00,Snr,Transfer,9,2017
22808,2 months,A713696,Cat,*Kami,domestic shorthair,Breed Specific,,2015-09-05 00:00:00,,Adoption,11,2015
22809,1 month,A735187,Cat,*Morris,domestic shorthair,black,,2016-08-20 00:00:00,Partner,Transfer,9,2016
22810,6 years,A710172,Cat,Leonard,siamese,flame,,2009-08-19 00:00:00,,Adoption,8,2015
22811,6 years,A690822,Cat,*Geronimo,domestic mediumhair,orange ,white,2009-10-26 00:00:00,Foster,Adoption,9,2016
22812,2 months,A725756,Cat,Serenity,domestic longhair,black,,2016-02-23 00:00:00,,Adoption,5,2016
22813,2 months,A763825,Cat,*Rey,domestic shorthair,black,,2017-10-16 00:00:00,,Adoption,12,2017
22814,1 month,A748754,Cat,,domestic shorthair,black,white,2017-04-29 00:00:00,In Foster,Died,6,2017
22815,2 months,A726531,Cat,*Teddy,domestic shorthair,orange,,2016-04-11 00:00:00,Foster,Adoption,7,2016
22816,4 months,A710846,Cat,,domestic shorthair,black,,2015-04-28 00:00:00,SCRP,Transfer,8,2015
22817,2 months,A732495,Cat,*Mistyfrnkln,domestic mediumhair,blue ,white,2016-06-01 00:00:00,,Adoption,8,2016
22818,5 months,A755725,Cat,,domestic shorthair,black,black,2017-03-08 00:00:00,At Vet,Euthanasia,8,2017
22819,5 months,A714727,Cat,*Jenny,domestic shorthair,black,,2015-05-27 00:00:00,,Adoption,11,2015
22820,3 years,A728014,Cat,Mumu,domestic shorthair,brown,,2013-05-29 00:00:00,,Adoption,6,2016
22821,4 months,A737111,Cat,Russia,domestic mediumhair,orange ,white,2016-06-22 00:00:00,,Adoption,10,2016
22822,3 months,A751775,Cat,,domestic shorthair,black,,2017-02-25 00:00:00,,Adoption,6,2017
22823,1 year,A696174,Cat,Clancy,domestic shorthair,brown,,2014-01-30 00:00:00,Foster,Adoption,12,2015
22824,2 months,A730504,Cat,*Tex,domestic shorthair,black,black,2016-04-29 00:00:00,,Adoption,7,2016
22825,2 weeks,A755629,Cat,,domestic shorthair,black,,2017-07-22 00:00:00,Partner,Transfer,8,2017
22826,2 months,A760664,Cat,,domestic shorthair,Breed Specific,,2017-10-08 00:00:00,Foster,Adoption,12,2017
22827,4 years,A719721,Cat,Candy,domestic mediumhair,brown,,2012-01-26 00:00:00,,Adoption,2,2016
22828,13 years,A760666,Cat,Callie,domestic mediumhair,Breed Specific,,2004-10-23 00:00:00,,Return to Owner,10,2017
22829,12 years,A711041,Cat,Angel Girl,domestic shorthair,white,brown,2003-09-01 00:00:00,,Adoption,11,2015
22830,2 years,A754992,Cat,Gracie,domestic shorthair,silver ,white,2015-07-27 00:00:00,,Return to Owner,8,2017
22831,6 months,A721273,Cat,*Mira,domestic longhair,black,white,2015-08-24 00:00:00,,Adoption,3,2016
22832,2 weeks,A714269,Cat,,domestic shorthair,cream ,white,2015-10-01 00:00:00,Partner,Transfer,10,2015
22833,6 months,A741969,Cat,Lafitte,domestic shorthair,brown,,2016-07-12 00:00:00,,Return to Owner,1,2017
22834,1 weeks,A746526,Cat,,domestic shorthair,blue,,2017-03-28 00:00:00,Partner,Transfer,4,2017
22835,3 years,A723779,Cat,*Sylvester,domestic longhair,black,white,2013-04-06 00:00:00,Partner,Transfer,4,2016
22836,1 month,A705584,Cat,,domestic shorthair,black,,2015-05-12 00:00:00,Suffering,Euthanasia,6,2015
22837,2 months,A750032,Cat,*Pickles,domestic shorthair,brown,,2017-04-22 00:00:00,Foster,Adoption,7,2017
22838,2 months,A759359,Cat,,domestic shorthair,black,,2017-07-21 00:00:00,,Adoption,10,2017
22839,5 months,A733114,Cat,Avery,domestic shorthair,gray,white,2016-08-10 00:00:00,,Adoption,1,2017
22840,2 months,A714602,Cat,Stripey,domestic shorthair,brown,,2015-08-25 00:00:00,,Adoption,10,2015
22841,4 months,A732470,Cat,*Tiger,domestic mediumhair,black,,2016-04-08 00:00:00,Partner,Transfer,8,2016
22842,1 weeks,A732762,Cat,,domestic shorthair,blue,,2016-08-01 00:00:00,Partner,Transfer,8,2016
22843,2 years,A763680,Cat,,domestic shorthair,black,,2015-12-13 00:00:00,Snr,Transfer,12,2017
22844,1 month,A708741,Cat,*Kit Kat,domestic shorthair,black,white,2015-07-13 00:00:00,,Adoption,9,2015
22845,4 months,A715519,Cat,,domestic shorthair,black,white,2015-07-05 00:00:00,SCRP,Transfer,11,2015
22846,4 months,A732250,Cat,,domestic shorthair,black,,2016-06-27 00:00:00,Foster,Adoption,11,2016
22847,4 years,A721145,Cat,Mama,domestic longhair,brown ,white,2012-02-22 00:00:00,,Adoption,3,2016
22848,2 years,A735696,Cat,Little Bit,domestic shorthair,brown,,2014-09-27 00:00:00,,Adoption,10,2016
22849,1 year,A763386,Cat,,domestic shorthair,brown ,white,2016-12-09 00:00:00,Snr,Transfer,12,2017
22850,3 months,A707458,Cat,*Max,domestic longhair,blue,,2015-05-29 00:00:00,Foster,Adoption,9,2015
22851,1 month,A703980,Cat,,domestic shorthair,Breed Specific,,2015-04-12 00:00:00,Partner,Transfer,5,2015
22852,2 years,A734435,Cat,Lilly,domestic shorthair,Breed Specific,,2014-09-06 00:00:00,,Return to Owner,7,2017
22853,2 months,A736458,Cat,Bill,domestic shorthair,orange,,2016-08-27 00:00:00,,Adoption,11,2016
22854,2 months,A742448,Cat,*Sassy,domestic longhair,brown,,2016-11-18 00:00:00,,Adoption,1,2017
22855,2 months,A725296,Cat,,domestic shorthair,black,,2016-04-17 00:00:00,Foster,Adoption,7,2016
22856,2 months,A706626,Cat,*Ginger,domestic shorthair,orange,,2015-05-12 00:00:00,,Adoption,7,2015
22857,4 months,A710019,Cat,*Hoffy,domestic shorthair,blue ,white,2015-04-16 00:00:00,Partner,Transfer,8,2015
22858,1 month,A712387,Cat,*Draco,domestic shorthair,black,,2015-08-07 00:00:00,Partner,Transfer,10,2015
22859,2 months,A714153,Cat,,domestic shorthair,blue ,white,2015-07-27 00:00:00,SCRP,Transfer,10,2015
22860,1 year,A734658,Cat,,siamese,white,black,2015-09-10 00:00:00,,Adoption,9,2016
22861,11 years,A719280,Cat,*Eloise,domestic shorthair,Breed Specific,,2005-01-16 00:00:00,Foster,Adoption,3,2016
22862,4 months,A702665,Cat,*Alice,domestic shorthair,Breed Specific,,2015-04-16 00:00:00,In Foster,Missing,8,2015
22863,3 years,A729625,Cat,Lady,domestic shorthair,blue,,2013-06-21 00:00:00,,Adoption,9,2016
22864,3 weeks,A704042,Cat,,domestic shorthair,black,white,2015-05-09 00:00:00,Partner,Transfer,5,2015
22865,2 weeks,A751616,Cat,,domestic shorthair,Breed Specific,,2017-05-26 00:00:00,Partner,Transfer,6,2017
22866,2 years,A744576,Cat,Totoro,domestic shorthair,blue,,2015-03-03 00:00:00,,Adoption,3,2017
22867,4 months,A742543,Cat,,domestic longhair,brown ,brown,2016-09-23 00:00:00,,Adoption,1,2017
22868,3 weeks,A731423,Cat,*Queso,domestic longhair,orange ,white,2016-06-28 00:00:00,Partner,Transfer,7,2016
22869,1 year,A684152,Cat,*Mick,domestic mediumhair,brown,,2014-05-20 00:00:00,,Return to Owner,11,2015
22870,12 years,A747486,Cat,*Lacroix,domestic longhair,orange,,2005-04-26 00:00:00,,Adoption,5,2017
22871,4 weeks,A711575,Cat,Ringo,domestic shorthair,orange,,2015-08-12 00:00:00,,Return to Owner,9,2015
22872,1 day,A700344,Cat,,domestic shorthair,brown,,2015-04-11 00:00:00,Partner,Transfer,4,2015
22873,3 months,A758941,Cat,*Puddles,domestic shorthair,brown,,2017-06-24 00:00:00,Partner,Transfer,10,2017
22874,17 years,A709721,Cat,Molly,persian,blue,,1998-08-12 00:00:00,,Adoption,8,2015
22875,3 months,A716979,Cat,*Mirinda,domestic shorthair,brown,,2015-09-08 00:00:00,Partner,Transfer,12,2015
22876,1 month,A750301,Cat,Tarzan,domestic shorthair,orange,,2017-04-25 00:00:00,Partner,Transfer,6,2017
22877,2 months,A702560,Cat,*Batman,domestic shorthair,black,,2015-04-15 00:00:00,Foster,Adoption,7,2015
22878,4 months,A735049,Cat,,domestic shorthair,black,,2016-05-17 00:00:00,SCRP,Transfer,9,2016
22879,2 months,A704474,Cat,,domestic shorthair,black,white,2015-04-05 00:00:00,,Adoption,6,2015
22880,7 months,A727431,Cat,,domestic shorthair,blue,white,2015-10-22 00:00:00,SCRP,Transfer,5,2016
22881,2 years,A709275,Cat,Cheeto,domestic shorthair,orange,,2013-08-06 00:00:00,Partner,Transfer,9,2015
22882,2 months,A710538,Cat,Olive,domestic shorthair,white,blue,2015-08-14 00:00:00,Foster,Adoption,10,2015
22883,3 months,A759346,Cat,*Boca,domestic shorthair,orange,,2017-07-09 00:00:00,Partner,Transfer,10,2017
22884,5 days,A724653,Cat,,domestic shorthair,orange,,2016-04-15 00:00:00,Partner,Transfer,4,2016
22885,6 years,A755602,Cat,*King Nigel,snowshoe,seal ,white,2011-08-06 00:00:00,Partner,Transfer,8,2017
22886,4 weeks,A747475,Cat,,domestic mediumhair,brown,,2017-03-20 00:00:00,Partner,Transfer,4,2017
22887,2 months,A752752,Cat,*Remy,domestic shorthair,black,,2017-04-27 00:00:00,,Adoption,7,2017
22888,1 year,A747657,Cat,Kitty,domestic shorthair,blue,,2016-04-23 00:00:00,,Adoption,6,2017
22889,2 years,A710759,Cat,Scruffy Joe,domestic longhair,black,,2013-08-27 00:00:00,,Return to Owner,8,2015
22890,2 days,A701175,Cat,,domestic shorthair,brown ,white,2015-04-22 00:00:00,Partner,Transfer,4,2015
22891,6 months,A713079,Cat,*Gomez,domestic shorthair,black,white,2015-09-02 00:00:00,,Adoption,3,2016
22892,1 week,A707863,Cat,,domestic mediumhair,black,white,2015-07-12 00:00:00,Partner,Transfer,7,2015
22893,8 years,A728176,Cat,*Fred,domestic shorthair,white,gray,2008-05-31 00:00:00,Partner,Transfer,6,2016
22894,1 month,A756043,Cat,*Molly,domestic shorthair,Breed Specific,,2017-07-07 00:00:00,,Adoption,9,2017
22895,3 months,A759345,Cat,*Ears,domestic shorthair,Breed Specific,,2017-07-09 00:00:00,Partner,Transfer,10,2017
22896,4 months,A707817,Cat,,domestic shorthair,brown,,2015-03-18 00:00:00,SCRP,Transfer,7,2015
22897,13 years,A715244,Cat,Smokey,domestic shorthair,silver,,2002-11-18 00:00:00,,Adoption,11,2015
22898,3 months,A711343,Cat,*Chicken,domestic shorthair,brown,,2015-08-05 00:00:00,Foster,Adoption,11,2015
22899,4 months,A725264,Cat,*Stitch,domestic shorthair,brown ,white,2016-03-03 00:00:00,,Adoption,7,2016
22900,2 months,A737604,Cat,*Cranberry,domestic shorthair,Breed Specific,,2016-10-01 00:00:00,,Adoption,12,2016
22901,6 months,A713154,Cat,,domestic mediumhair,brown,,2015-04-03 00:00:00,SCRP,Transfer,10,2015
22902,2 weeks,A702231,Cat,,domestic shorthair,blue,,2015-04-26 00:00:00,Partner,Transfer,5,2015
22903,2 weeks,A701808,Cat,,domestic shorthair,black,,2015-04-20 00:00:00,Partner,Transfer,5,2015
22904,5 months,A725313,Cat,,domestic shorthair,seal ,white,2015-11-28 00:00:00,Suffering,Euthanasia,5,2016
22905,2 weeks,A732913,Cat,,domestic shorthair,white,orange,2016-07-26 00:00:00,Partner,Transfer,8,2016
22906,2 months,A727454,Cat,*Ron,domestic shorthair,black,,2016-04-15 00:00:00,Foster,Adoption,7,2016
22907,2 months,A707886,Cat,Ladybug,domestic shorthair,Breed Specific,,2015-05-04 00:00:00,,Adoption,7,2015
22908,3 weeks,A701483,Cat,,domestic shorthair,brown ,white,2015-04-08 00:00:00,Partner,Transfer,4,2015
22909,2 years,A708773,Cat,Jingles,domestic shorthair,brown ,white,2013-07-31 00:00:00,,Return to Owner,7,2015
22910,6 months,A701610,Cat,*Gigi,domestic mediumhair,cream,,2015-04-02 00:00:00,Foster,Adoption,10,2015
22911,2 months,A707679,Cat,*Leelah,domestic shorthair,Breed Specific,,2015-05-01 00:00:00,Partner,Transfer,7,2015
22912,5 years,A739594,Cat,*Cecil,domestic shorthair,blue,,2011-12-05 00:00:00,Partner,Transfer,12,2016
22913,1 month,A733209,Cat,,domestic shorthair,orange,,2016-07-11 00:00:00,Partner,Transfer,8,2016
22914,3 years,A718160,Cat,*Elsie,domestic shorthair,Breed Specific,,2012-12-22 00:00:00,Partner,Transfer,2,2016
